key_id,max_floor_avg_100,max_floor_avg_250,max_floor_avg_500,max_floor_avg_1000,max_floor_avg_2000,max_floor_avg_5000,max_floor_max_100,max_floor_max_250,max_floor_max_500,max_floor_max_1000,max_floor_max_2000,max_floor_max_5000,max_floor_min_100,max_floor_min_250,max_floor_min_500,max_floor_min_1000,max_floor_min_2000,max_floor_min_5000,max_floor_med_100,max_floor_med_250,max_floor_med_500,max_floor_med_1000,max_floor_med_2000,max_floor_med_5000,max_floor_mod_100,max_floor_mod_250,max_floor_mod_500,max_floor_mod_1000,max_floor_mod_2000,max_floor_mod_5000,max_floor_sd_100,max_floor_sd_250,max_floor_sd_500,max_floor_sd_1000,max_floor_sd_2000,max_floor_sd_5000,max_floor_NA_100,max_floor_NA_250,max_floor_NA_500,max_floor_NA_1000,max_floor_NA_2000,max_floor_NA_5000,build_year_avg_100,build_year_avg_250,build_year_avg_500,build_year_avg_1000,build_year_avg_2000,build_year_avg_5000,build_year_max_100,build_year_max_250,build_year_max_500,build_year_max_1000,build_year_max_2000,build_year_max_5000,build_year_min_100,build_year_min_250,build_year_min_500,build_year_min_1000,build_year_min_2000,build_year_min_5000,build_year_med_100,build_year_med_250,build_year_med_500,build_year_med_1000,build_year_med_2000,build_year_med_5000,build_year_mod_100,build_year_mod_250,build_year_mod_500,build_year_mod_1000,build_year_mod_2000,build_year_mod_5000,build_year_sd_100,build_year_sd_250,build_year_sd_500,build_year_sd_1000,build_year_sd_2000,build_year_sd_5000,build_year_NA_100,build_year_NA_250,build_year_NA_500,build_year_NA_1000,build_year_NA_2000,build_year_NA_5000,full_sq_avg_100,full_sq_avg_250,full_sq_avg_500,full_sq_avg_1000,full_sq_avg_2000,full_sq_avg_5000,full_sq_max_100,full_sq_max_250,full_sq_max_500,full_sq_max_1000,full_sq_max_2000,full_sq_max_5000,full_sq_min_100,full_sq_min_250,full_sq_min_500,full_sq_min_1000,full_sq_min_2000,full_sq_min_5000,full_sq_med_100,full_sq_med_250,full_sq_med_500,full_sq_med_1000,full_sq_med_2000,full_sq_med_5000,full_sq_mod_100,full_sq_mod_250,full_sq_mod_500,full_sq_mod_1000,full_sq_mod_2000,full_sq_mod_5000,full_sq_sd_100,full_sq_sd_250,full_sq_sd_500,full_sq_sd_1000,full_sq_sd_2000,full_sq_sd_5000,full_sq_NA_100,full_sq_NA_250,full_sq_NA_500,full_sq_NA_1000,full_sq_NA_2000,full_sq_NA_5000,count.clean_100,count.clean_250,count.clean_500,count.clean_1000,count.clean_2000,count.clean_5000,count.all_100,count.all_250,count.all_500,count.all_1000,count.all_2000,count.all_5000
1212,12,11.7777777777778,11.2727272727273,12.4468085106383,13.5796178343949,13.2498334443704,12,16,16,22,24,32,12,9,9,9,9,3,12,12,12,12,12,12,12,12,12,12,12,12,0,1.98688510445387,2.06787191965418,3.2785570256155,3.55895556444765,4.26233992531185,0,3,16,39,93,516,1975,1974.83333333333,1975.64814814815,1977.01418439716,1979.96805111821,1983.5036937542,1975,1977,1983,2002,2013,2017,1975,1974,1974,1974,1972,1942,1975,1975,1975,1975,1978,1979,1975,1975,1974,1974,1974,1975,0,0.923548145182799,2.57093630552606,5.20437428049416,8.33583562005382,14.0025974377229,0,3,17,39,94,528,54.975,52.0666666666667,50.4760563380282,48.6877777777778,51.1882063882064,49.8000347050074,67.5,80,100.1,100.1,100.1,219.6,46,32,30,30,30,10,53.2,53,52,47,52,46,53.2,48.2636363636364,48.0944444444444,38.9244444444444,44.506862745098,38.9885629335976,9.01494130134338,11.7670018837992,12.1847031124947,12.2973888110628,13.9118232480641,15.6126091615125,0,0,0,0,0,0,4,21,71,180,407,2017,10,63,197,460,1175,7575
1247,13.6,12,11.02,13.1796875,13.5809523809524,13.2307185234014,16,16,16,22,24,32,12,9,9,9,3,3,12,12,12,12,12,12,12,12,9,12,12,12,2.19089023002066,2,2.20842542485429,4.0361234885668,3.60497078721952,4.2611988505975,0,6,14,43,93,513,1975.8,1976.18181818182,1975.38,1977.296875,1979.82484076433,1983.47970725216,1977,1983,1983,2002,2013,2016,1975,1974,1974,1974,1960,1942,1975,1975,1975,1975,1977.5,1979,1975,1975,1974,1974,1974,1975,1.09544511501033,2.95419578350399,2.4651861708891,4.68261884967574,8.27200642106581,13.9694152096307,0,6,14,43,94,527,42.26,52.5071428571429,50.0859375,50.2140350877193,51.1546568627451,49.7966798029557,53,80,80,100.1,100.1,219.6,37,32,30,30,30,10,41.3,53,50.5,47,52,46,38.4333333333333,57.6142857142857,47.465625,38.996511627907,44.3225490196078,38.9689162561576,6.56033535728167,11.5613317370618,11.089776032025,14.6280162934389,13.9795455308125,15.5468589488327,0,0,0,0,0,0,5,28,64,171,408,2030,13,88,180,461,1170,7606
1250,9,10.5,12.8095238095238,12.1313868613139,13.2659176029963,13.3130434782609,9,12,22,22,23,32,9,9,9,9,8,3,9,10.5,12,12,12,12,9,10.5,16,12,12,12,NA,1.60356745147455,3.20242358860952,2.56909665472062,3.81731307807499,4.38329971592179,1,1,6,39,93,594,1974,1976.5,1977.92857142857,1977.74264705882,1980.45488721805,1984.07635009311,1974,1980,2009,2013,2014,2018,1974,1974,1974,1974,1965,1942,1974,1975,1976,1977,1977,1979,1974,1977,1974,1974,1974,1975,NA,2.9277002188456,5.82422550966705,5.10772301741764,9.7744292207272,14.9611424012142,1,1,6,40,94,593,32,35.1111111111111,45.5916666666667,47.9346590909091,50.4472222222222,50.331665154265,32,44,65,100.1,100.1,219.6,32,32,32,32,26,10,32,33,43.5,45,48,47,32,32.4,36.9583333333333,38.1306818181818,44.0483333333333,39.2165607985481,0,4.01386485959743,9.8342612857022,12.1969219956853,14.3186690008552,15.8634735936696,0,0,0,0,0,0,2,9,48,176,360,2204,4,21,116,460,994,9418
1301,16,15.2222222222222,15.258064516129,14.5702479338843,13.555910543131,13.3998732572877,16,22,22,24,24,32,16,9,9,9,3,2,16,16,16,14,12,12,16,14,22,12,12,12,NA,4.52155332208351,5.62712325518397,4.03903133247109,3.65730370658881,4.28818257688673,0,3,14,41,106,519,1980,1980.33333333333,1979.25806451613,1978.20491803279,1979.06389776358,1984.57280927835,1980,1988,1997,2002,2013,2018,1980,1974,1974,1974,1957,1957,1980,1980,1979,1977,1977,1979,1980,1974,1974,1975,1974,1975,NA,5.63471383479232,5.83076748484842,4.48862386574125,7.33727794071192,14.8946823372902,0,3,14,40,106,545,64,44.6,54.3422222222222,53.4734567901235,50.3952267303103,49.9641154029566,64,65,98,98,100.1,219.6,64,32,30,30,29,10,64,39,47,53,51,46,64,35.7,38.7217391304348,44.883950617284,44.2657142857143,39.0133174451859,NA,11.8537297544237,19.5307506825064,15.4129242903919,13.7297193151351,15.6801683132579,0,0,0,0,0,0,1,12,45,162,419,2097,1,32,139,468,1205,10353
1308,16,12.6666666666667,12.2692307692308,12.0804597701149,12.7614678899083,13.1293684855917,16,22,22,22,23,32,16,9,9,9,5,2,16,12,12,12,12,12,16,9,12,12,12,12,0,4.52769256906871,3.31732051279574,2.92629772764232,3.29500202268333,4.44859550797585,0,2,4,23,98,612,1981,1983,1979.96153846154,1978.6976744186,1982.22910216718,1983.63453325198,1981,2009,2009,2013,2014,2018,1981,1978,1974,1974,1964,1942,1981,1981,1979,1977,1977,1979,1981,1978,1982,1974,1974,1975,0,9.9121138007995,6.5328754418297,5.89929161737808,13.3882592534413,15.336718956889,0,2,4,24,102,604,54.4,48.1090909090909,45.76,47.14,49.3369411764706,50.4058136424432,54.8,65.3,65.3,90,127,134,54,36,32,32,26,10,54.4,52,42.5,44.5,46,46.9,54,56.6833333333333,36.58,37.1363636363636,38.6995305164319,39.2896613190731,0.565685424949236,10.8351700074761,10.854161763407,11.6258348817299,14.1599113584138,15.6639273057447,0,0,0,0,0,0,2,11,30,110,425,2243,4,39,90,270,1135,11435
1310,19,19,17.125,14.8389830508475,13.6941580756014,13.4594072164948,22,22,22,24,24,32,16,16,9,9,3,2,19,19,16,16,12,12,19,19,16,16,12,12,3.46410161513775,3.286335345031,4.02211627813502,4.0991354914772,3.66238101782891,4.30475444160004,1,2,14,43,100,509,1985.5,1984.16666666667,1980.25,1978.50847457627,1979.00343642612,1984.71363040629,1988,1988,1997,2006,2010,2018,1983,1980,1974,1974,1960,1957,1985.5,1983,1979.5,1977,1977,1979,1985.5,1983,1983,1974,1974,1975,2.88675134594813,3.18852107828483,5.05454123504539,4.6551979269054,6.86495261142794,14.9846228610171,1,2,14,43,100,535,38.04,44.65,55.904347826087,53.5484472049689,50.0567774936061,50.0830422125182,40,66,98,98,100.1,219.6,37,37,32,30,29,10,37.7,37.85,52.5,53,48,46,37.7333333333333,37.3,42.2,45.0950617283951,43.9836734693878,39.0742677012609,1.15455619178973,12.6070275186954,19.8662746775841,15.3698003630092,13.8091366576572,15.6870780634137,0,0,0,0,0,0,5,8,46,161,391,2061,13,16,136,473,1113,10079
1311,12,11.0833333333333,11.9285714285714,11.9530201342282,13.5947712418301,13.3051823416507,12,16,16,22,24,32,12,9,9,9,8,3,12,12,12,12,12,12,12,12,12,12,12,12,0,2.15146180044822,2.64476341459189,2.62610483948571,3.75466993768304,4.30759000380328,0,2,11,44,101,549,1974,1974.5,1976.14634146341,1977.73154362416,1980.60983606557,1984.08184143223,1974,1976,1982,2013,2013,2018,1974,1974,1974,1974,1965,1942,1974,1974,1975,1975,1978,1979,1974,1974,1974,1974,1974,1975,0,0.797724035217466,2.84219084167264,6.38476953856473,9.58833077986412,14.7437815447637,0,2,12,44,102,548,52.5,46.0357142857143,49.2,47.8715025906736,51.1739557739558,50.0534138257576,53,59,100.1,100.1,100.1,219.6,52,35,32,30,30,10,52.5,47.5,52,45.5,52,46.45,52,53.6428571428571,48.9407407407407,38.3494845360825,44.2504901960784,39.0592424242424,0.707106781186548,8.45454881140298,12.7390526154209,11.9409426240685,14.2302688504009,15.6599794466712,0,0,0,0,0,0,2,14,53,193,407,2112,4,32,129,503,1237,8852
1321,9,12.0909090909091,12.8205128205128,11.8650793650794,13.3620689655172,13.3244712990937,9,16,22,22,23,32,9,9,9,9,8,2,9,12,12,12,12,12,9,9,12,12,12,12,0,3.30013773817232,3.12773497053122,2.62709931172211,3.77433637633591,4.46420391938465,0,1,6,34,95,620,1974,1976.36363636364,1978.71794871795,1977.672,1981.56097560976,1984.5388320289,1974,1980,2009,2013,2014,2018,1974,1974,1974,1974,1965,1942,1974,1976,1978,1976,1977,1979,1974,1975,1974,1974,1974,1975,0,2.50090892567991,5.73515804374863,5.20355957571973,11.6262728345708,15.5458270334226,0,1,6,35,98,614,38,42.1666666666667,44.8377777777778,47.876875,49.8353246753247,50.387556043956,44,65,65,100.1,100.1,134,32,32,32,32,26,10,38,36.5,42,45,47,47,32,32.8333333333333,36.395652173913,38.02125,38.9015544041451,39.2445957820738,8.48528137423857,12.3349712262135,9.93170517468011,12.3221344117918,14.0935878209826,15.5372774851253,0,0,0,0,0,0,2,12,45,160,385,2275,4,34,117,416,1033,11679
1323,9,10.5833333333333,11.6976744186047,11.9411764705882,13.5290322580645,13.310635538262,9,16,16,22,24,32,9,9,9,9,9,3,9,9,12,12,12,12,9,9,12,12,12,12,0,2.23437334445796,2.18800717898328,2.61129957088734,3.55139733184908,4.29132242271985,1,2,18,45,90,542,1974,1974.33333333333,1975.2619047619,1977.33333333333,1980.071197411,1984.1757457847,1974,1976,1980,2009,2013,2018,1974,1974,1974,1974,1966,1942,1974,1974,1975,1975,1978,1979,1974,1974,1974,1974,1974,1975,0,0.778498944161523,1.76772588937787,5.63237820201434,8.67868594865132,14.6747425213431,1,2,19,45,91,542,45.5,48.25,48.9016393442623,47.8570707070707,50.87025,50.0340259117083,59,59,100.1,100.1,100.1,219.6,35,35,32,30,30,10,42.5,52,47,46.1,52,46.45,42.3333333333333,53.5,47.7741935483871,38.3686868686869,44.2885,39.087197696737,8.54985379991962,7.85138400342454,12.5247686845344,11.5317978181562,13.8597699474049,15.7199628691694,0,0,0,0,0,0,6,14,61,198,400,2084,18,30,161,522,1158,8856
1379,13,11.7777777777778,10.74,13.1679389312977,13.5316455696203,13.1912936848559,16,16,16,22,24,32,12,9,9,9,3,3,12,12,10.5,12,12,12,12,12,9,12,12,9,1.8516401995451,1.98688510445387,1.98782005509266,4.03666402968461,3.67258550174548,4.21960923163319,2,6,15,43,94,539,1975.125,1974.83333333333,1975.1,1977.21374045802,1979.78412698413,1983.54264524104,1977,1977,1983,2002,2013,2017,1974,1974,1974,1974,1957,1942,1975,1975,1974,1975,1977,1979,1974.5,1975,1974,1974,1974,1975,1.24642345475822,0.923548145182799,2.18762754730194,4.65751276242157,8.62069067734856,14.1170466628162,2,6,15,43,95,552,49.65,51.6208333333333,50,50.4488505747126,51.0756097560976,49.6712304147465,65,80,80,100.1,100.1,219.6,37,32,30,30,30,10,46.6,53,51,47,52,46,40.9,59.325,47.5424242424242,39.0425287356322,44.3878048780488,39.0251244239631,10.9742375083141,12.1996785120388,10.6852409893273,14.6298718025895,13.9143464421924,15.4244364124637,0,0,0,0,0,0,10,24,65,174,410,2170,38,72,179,466,1174,10190
1380,19,16.6666666666667,17.2857142857143,14.739837398374,13.641196013289,13.4579081632653,22,22,22,24,24,32,16,12,9,9,3,2,19,16,16,16,12,12,19,16.6666666666667,22,16,12,12,3.46410161513775,4.35889894354067,4.28483236075676,4.04652734822111,3.69289821569059,4.29460874675073,1,2,14,45,102,514,1985.5,1981.33333333333,1980.71428571429,1978.55284552846,1978.85382059801,1984.73670557717,1988,1988,1997,2006,2010,2018,1983,1974,1974,1974,1957,1957,1985.5,1983,1980,1977,1977,1979,1985.5,1983,1983,1974,1974,1975,2.88675134594813,5.1478150704935,5.24833054837189,5.08647072728719,6.97652447051594,14.970208409408,1,2,14,45,102,540,38.04,46.8363636363636,55.0714285714286,53.4595238095238,50.0898263027295,50.1009365994236,40,66,98,98,100.1,219.6,37,37,32,30,29,10,37.7,40,49.3,53,48,46,37.7333333333333,37.8666666666667,38.1952380952381,44.9297619047619,44.0584158415842,39.0612584053794,1.15455619178973,12.1714643923624,20.2886161245875,15.3826024993212,13.8017347211515,15.7487102707351,0,0,0,0,0,0,5,11,42,168,403,2082,13,25,120,492,1145,10264
1443,13.6,11.5,10.843137254902,13.1472868217054,13.4860681114551,13.1863164324985,16,16,16,22,24,32,12,9,9,9,3,3,12,12,12,12,12,12,12,12,9,12,12,9,2.19089023002066,2.06474160483506,2.10116680936672,4.03713383632536,3.65715809060727,4.21272474882287,2,8,17,44,105,539,1975.2,1974.75,1975.09803921569,1977.18604651163,1979.71428571429,1983.52401477833,1977,1977,1983,2002,2013,2017,1974,1974,1974,1974,1957,1942,1974,1975,1974,1975,1977,1979,1974,1974.5,1974,1974,1974,1975,1.6431676725155,0.910465468000326,2.1656860526012,4.66162431766758,8.53537887143041,14.1306522052569,2,8,17,44,106,552,51.3142857142857,50.4071428571429,50.0147058823529,51.0433526011561,50.9119158878505,49.600625,65,80,80,100.1,100.1,219.6,37,32,30,30,30,10,47,46.6,51.5,50,51.8,46,41.8,40.1428571428571,50.5852941176471,44.2275862068966,44.3238317757009,39.0033547794118,12.5123177404546,12.2456319822826,11.2900334426469,14.7969640301202,13.8896984073705,15.3529237434198,0,0,0,0,0,0,7,28,68,173,428,2176,29,84,188,463,1258,10194
1470,12,12.5714285714286,10.9298245614035,12.6744186046512,13.5548589341693,13.2200725513906,12,16,16,22,24,32,12,12,9,9,3,3,12,12,12,12,12,12,12,12,12,12,12,9,0,1.45254607840513,1.88849570825571,3.61455994619693,3.67243255999492,4.25302949505881,0,5,16,36,98,559,1975,1975.07142857143,1974.9649122807,1976.54263565891,1979.85849056604,1983.97944377267,1975,1977,1983,2002,2013,2018,1975,1974,1974,1974,1957,1942,1975,1975,1974,1975,1977.5,1979,1975,1975,1974,1974,1974,1975,0,0.91687476825319,2.07850317262122,3.95681325362103,8.93273709655603,14.6268633248864,0,5,16,36,99,559,66.5,50.2315789473684,49.727397260274,49.4793939393939,50.9669064748201,49.8155942159964,80,80,80,100.1,100.1,219.6,53,37,30,30,30,10,66.5,46.2,51,47,52,46,53,40.85,48.3756756756757,39.2373493975904,44.1028708133971,39.0701535682024,19.0918830920368,12.4206840316009,10.238845696035,12.5756418493504,13.9619902383834,15.5707678970557,0,0,0,0,0,0,2,19,73,165,417,2213,4,61,203,425,1205,11421
1473,12,15,15.1578947368421,14.4545454545455,13.6018808777429,13.2877358490566,12,22,22,24,24,32,12,9,9,9,3,2,12,12,16,12,12,12,12,12,15.5,12,12,9,0,5.19615242270663,5.59694084294546,4.09674667673428,3.63786812590678,4.27875212046155,0,3,16,41,108,542,1975.66666666667,1978.14285714286,1978.97368421053,1978.20491803279,1979.07836990596,1984.27245508982,1979,1983,1997,2002,2013,2018,1974,1974,1974,1974,1957,1957,1974,1979,1977,1977,1977,1979,1974,1974,1974,1974.5,1974,1975,2.88675134594813,4.14039335605413,5.58708376334764,4.521644044953,7.26866297783718,14.853650610185,0,3,16,40,108,568,52.6666666666667,45.22,54.7185185185185,53.1259259259259,50.2229508196721,49.7291108132261,65,65,98,98,100.1,219.6,46,32,30,30,29,10,47,41.85,53.45,53,50,46,46.5,34.24,40.2962962962963,44.5814814814815,44.2271028037383,39.0890705987489,10.6926766215636,13.2415843295112,18.7377439095641,15.3287395224955,13.6860879194834,15.4306837979492,0,0,0,0,0,0,3,10,54,162,427,2238,9,24,162,454,1221,12840
1483,12,11.5,11.7826086956522,11.9555555555556,13.2455516014235,13.3052095130238,12,12,16,22,23,32,12,9,9,9,8,2,12,12,12,12,12,12,12,12,9,12,12,9,0,1.22474487139159,2.83559159791126,2.57388337379349,3.74263893696765,4.37935486682272,0,1,15,37,98,639,1975,1974.5,1976.13043478261,1977.35074626866,1980.68214285714,1984.67137210615,1975,1975,1982,2013,2014,2018,1975,1974,1974,1974,1965,1942,1975,1974.5,1975,1975,1977.5,1979,1975,1974.5,1974,1974,1974,1975,0,0.547722557505166,2.76171199441517,5.17695509933686,9.85280752781843,15.5175996047969,0,1,15,38,99,634,36,43.4285714285714,45.5639344262295,48.4122093023256,50.3477572559367,50.2950893970894,37,63,65,100.1,100.1,219.6,35,32,32,32,26,10,36,37,43.8,45.25,48,46.7,35,34,37.3709677419355,38.3651162790698,44.1194736842105,39.199293433084,1.4142135623731,12.3943151331184,9.87387179693433,12.2684886996517,14.2656769417924,15.7098417241892,0,0,0,0,0,0,2,7,61,172,379,2405,4,13,157,450,1051,14177
1525,17,15.0909090909091,12.2903225806452,12.0217391304348,12.9378698224852,13.2492510485321,22,22,22,22,23,32,12,12,9,9,5,2,17,16,12,12,12,12,17,16,10.5,12,12,12,7.07106781186548,3.01511344577764,3.2882979223006,2.90500992364466,3.3973699315568,4.503949210581,1,2,5,26,96,620,1995.5,1982.09090909091,1979.51612903226,1978.48913043478,1982.18862275449,1984.06197854589,2009,2009,2009,2013,2014,2018,1982,1976,1974,1974,1964,1942,1995.5,1981,1978,1977,1977,1979,1995.5,1979,1982,1974,1974,1975,19.0918830920368,9.3536575247819,6.18531038155152,5.82811406213548,12.9414385263205,15.519152654838,1,2,5,26,100,611,55.3333333333333,50.9076923076923,45.3833333333333,48.0364406779661,49.3928571428571,50.4679073831367,61,65,65.3,90,127,134,52,35,32,32,26,10,53,53,42.5,45,47,47,52.5,53.9714285714286,36.2611111111111,37.8745762711864,38.5276497695853,39.2282096069869,4.93288286231625,9.65802443036027,10.859636931579,11.8322799477281,14.1290691665457,15.6413097154233,0,0,0,0,0,0,3,13,36,118,434,2289,9,45,102,296,1142,11625
1533,9,10.8333333333333,13.5348837209302,13.8709677419355,13.5372670807453,13.319298245614,9,16,22,24,24,32,9,9,9,9,3,2,9,10.5,12,12,12,12,9,9,9,12,12,9,NA,2.20879783565357,4.93456630607132,4.25023718503241,3.65406477674112,4.26064653872701,2,4,15,42,110,547,1974,1974.91666666667,1977.53488372093,1977.664,1979.06832298137,1984.35510688836,1974,1980,1997,2002,2013,2018,1974,1974,1974,1974,1957,1957,1974,1974,1975,1975,1977,1979,1974,1974,1974,1974,1974,1978,NA,2.15146180044822,5.39112514632151,4.66791381184772,7.23665317697133,14.7796982627262,2,4,15,41,110,573,41,51.55,51.8689655172414,51.7674698795181,50.26875,49.7099911386797,59,65,75,98,100.1,219.6,32,32,30,30,29,10,32,54.5,52.65,51,50.5,46,32,61.6,57.0034482758621,43.8084337349398,44.2768518518519,39.0690611160319,15.5884572681199,11.898739429032,12.5974545868983,15.0112572580975,13.7668545191946,15.3977066485689,0,0,0,0,0,0,3,16,58,166,432,2257,9,42,160,462,1242,12905
1538,16,12.6875,12.1764705882353,11.981981981982,13.0696202531646,13.3051448846836,16,22,22,22,23,32,16,9,9,9,5,2,16,12,12,12,12,12,16,12,12,12,12,12,0,3.66458274114075,3.18586450124936,2.7302413545725,3.58589315186668,4.46117672535554,0,2,6,26,96,634,1976,1979.8125,1978.64705882353,1977.84545454545,1981.69329073482,1984.46199175015,1976,2009,2009,2013,2014,2018,1976,1974,1974,1974,1964,1942,1976,1978,1978,1976,1977,1979,1976,1977.33333333333,1974,1974,1974,1975,0,8.42392426366714,6.10951742845179,5.51925131812222,11.9051480879211,15.5618023536111,0,2,6,27,99,628,54.25,46.6111111111111,44.3925,48.0051094890511,49.5378640776699,50.4193505376344,65,65,65,100.1,127,134,35,32,32,32,26,10,58.5,44.5,41.5,45,47,47,64.5,37.2222222222222,35.855,38.0246376811594,38.8266990291262,39.2733877901978,13.9373598647664,11.1468216988937,10.2855733544985,12.6715076472415,13.9251500422524,15.5426423411963,0,0,0,0,0,0,4,18,40,137,412,2325,16,56,114,355,1082,11861
1542,9,11.0714285714286,11.4705882352941,13.2619047619048,13.4359756097561,13.1770708283313,9,16,16,22,24,32,9,9,9,9,3,3,9,10.5,12,12,12,12,9,9,12,12,12,9,0,2.52569215842329,1.94270884258522,3.99435315700266,3.66262864436995,4.19786618937875,1,4,17,43,107,540,1974,1974.57142857143,1975.80392156863,1977.23015873016,1979.53963414634,1983.65093768905,1974,1977,2002,2002,2013,2016,1974,1974,1974,1974,1957,1942,1974,1974,1975,1975,1977,1979,1974,1974,1975,1974,1974,1975,0,1.08940955880384,4.34059723007393,4.61330718407122,8.28533296695957,14.2637213800218,1,4,17,43,107,553,52,52.1388888888889,50.9088235294118,51.2887573964497,50.4783908045977,49.59046237534,63.5,65,80,100.1,100.1,219.6,32.5,32.5,30,30,29,10,59,54.5,52.65,51,51,46,60.8333333333333,61.6444444444444,55.9911764705882,44.2294117647059,44.345871559633,38.9781958295558,12.9855689132206,10.8016414269471,11.6147453283755,14.6832769793227,13.9466558495609,15.3808040967108,0,0,0,0,0,0,5,18,68,169,435,2206,13,56,190,447,1261,10236
1550,9,9.81818181818182,12.0943396226415,13.2540983606557,13.4646153846154,13.1942273000601,9,12,22,22,24,32,9,9,9,9,3,3,9,9,12,12,12,12,9,9,12,12,12,9,0,1.40129809949074,3.14559613368984,4.00115990498837,3.68465414433198,4.21177255175609,1,6,17,45,108,535,1974,1974,1975.8679245283,1977.23770491803,1979.25538461538,1983.68484848485,1974,1974,1984,2002,2013,2016,1974,1974,1974,1974,1957,1955,1974,1974,1975,1975,1977,1979,1974,1974,1974.5,1974,1974,1975,0,0,3.01940987515681,4.65691218005052,7.69996854990432,14.2456172701712,1,6,17,45,108,548,53.4125,51.5588235294118,51.7371428571429,51.7347305389222,50.366974595843,49.5386533212011,63.5,65,80,100.1,100.1,219.6,32.5,32,30,30,29,10,58.15,58,53,51,50,46,58.825,61.0888888888889,55.5342857142857,44.4392857142857,44.0875576036866,38.9684713375796,10.2485451929251,11.7540449858511,12.2286332016009,14.5573851093572,13.8396352560386,15.3281990829025,0,0,0,0,0,0,8,17,70,167,433,2198,22,57,198,447,1253,10224
1603,9,9,12.42,13.3196721311475,13.5448916408669,13.1940928270042,9,9,22,22,24,32,9,9,9,9,3,3,9,9,12,12,12,12,9,9,12,12,12,9,0,0,3.75303958445005,4.01292620803295,3.65945515376037,4.22565418163736,0,3,18,45,108,533,1974,1974,1976.22,1977.31967213115,1979.28173374613,1983.70048602673,1974,1974,1984,2002,2013,2016,1974,1974,1974,1974,1957,1955,1974,1974,1975,1975,1977,1979,1974,1974,1974,1974,1974,1978,0,0,3.47756658998143,4.66083806432508,7.72013625638094,14.2919055801939,0,3,18,45,108,546,55.16,50.6083333333333,51.5397058823529,51.8347305389222,50.4401392111369,49.5610218978102,63.5,63.5,80,100.1,100.1,219.6,45,32,30,30,29,10,58,57.5,52.65,51.6,50,46,59.9333333333333,58.55,56.2147058823529,44.6297619047619,44.1481481481481,38.9806113138686,7.21131056050147,12.067797745415,12.5854943712561,14.5076171440398,13.9132792175399,15.3772225751728,0,0,0,0,0,0,5,12,68,167,431,2192,13,32,196,447,1239,10168
1630,12,14.0909090909091,12.3870967741935,12.0869565217391,13.0415430267062,13.2801418439716,12,22,22,22,23,32,12,9,9,9,5,2,12,12,12,12,12,12,12,12,12,12,12,12,0,3.53424802340032,3.23189747521832,2.86951454298015,3.49634945575301,4.48119883202929,1,2,5,25,98,627,1982,1981.54545454545,1979.1935483871,1978.22826086957,1982.20720720721,1984.27647058824,1982,2009,2009,2013,2014,2018,1982,1974,1974,1974,1964,1942,1982,1982,1978,1977,1977,1979,1982,1982,1982,1974,1974,1975,0,9.66812946090024,6.26322257222648,5.88927738784475,12.6953058755274,15.5498412397061,1,2,5,25,102,619,42.5,50.0769230769231,44.5611111111111,47.7153846153846,49.5406896551724,50.4801379905131,50,65,65.3,90,127,134,39,35,32,32,26,10,40.5,52,41.5,45,47,47,39.5,49.5714285714286,35.8944444444444,38.3508474576271,38.5288990825688,39.1981896551724,5.06622805119022,9.68212733564219,10.4463329937291,11.4984377903277,14.2521717799407,15.6634955602104,0,0,0,0,0,0,4,13,36,117,435,2319,16,43,104,297,1143,11801
1634,9,12.9230769230769,12.741935483871,12.2115384615385,13.1709677419355,13.2658927584301,9,16,22,22,23,32,9,9,9,9,5,2,9,12,12,12,12,12,9,16,12,12,12,9,NA,3.1744169664559,3.20382835511397,2.68643871137286,3.70163031941465,4.40114536475208,0,1,7,26,98,662,1974,1976.92307692308,1978.93548387097,1977.82524271845,1981.21428571429,1984.37486218302,1974,1982,2009,2013,2014,2018,1974,1974,1974,1974,1964,1942,1974,1976,1977,1976,1977,1979,1974,1975,1974,1974,1974,1975,NA,3.09466041382945,6.59259930462923,5.66625232245147,11.2883233814862,15.5143314652572,0,1,7,27,100,657,45,46,46.0289473684211,47.6730769230769,50.0578431372549,50.2743787940105,45,65,65.5,100.1,127,134,45,32,32,32,26,10,45,42.5,43.4,45,47,46,45,40.5714285714286,37,38.2846153846154,42.1151960784314,39.2177588996764,NA,10.9263267105014,10.6916210662454,12.4157301356078,14.6627153313886,15.5036287670969,0,0,0,0,0,0,1,14,38,130,408,2471,1,42,94,324,1082,14493
